,id_news,country,media_outlet,url,title,text,date,search,Lago_Ranco,Los_Lagos,Futrono,Río_Bueno,La_Unión,Panguipulli,Paillaco,Corral,Máfil,Lanco,Mariquina,Valdivia,prediction,score,keywords_found
1766,47733091.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2022/04/esta-noche-automovil-volco-en-ruta-futrono-llifen,Esta noche: automóvil volcó en ruta Futrono-Llifén - Diario Futrono,"Este martes, alrededor de las 21:00 horas, se reportó el volcamiento de un vehículo particular en la ruta que une Futrono y Llifén, en la cercanías del cruce Pumol, comuna de Futrono. Producto del accidente, una persona lesionada debió ser inmovilizada para posteriormente ser trasladada al Cesfam de la comuna. Unidad de rescate y voluntarios de la Segunda Compañía de Bomberos concurrieron a esta emergencia.  ",2022-04-26,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEU,0.9980757236480712,"['accidente', 'vehículo']"
1755,47732061.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/actualidad/2022/04/vehiculo-volcado-en-acceso-a-rio-bueno,Vehículo volcado en acceso a Río Bueno - Diario Río Bueno,"Un vehículo menor perdió el control y se volcó en el sector Champel, comuna de La Unión, en la ruta del acceso del puente antiguo hacia Río Bueno. Bomberos de Río Bueno y La Unión y una ambulancia Samu acudieron al sitio del accidente. Emergencia en desarrollo.   ",2022-04-15,accidente,0,0,0,1,1,0,0,0,0,0,0,0,NEU,0.9987725615501404,"['accidente', 'vehículo']"
1756,47732199.0,chile,diariolaunion,https://www.diariolaunion.cl/noticia/actualidad/2022/04/vehiculo-volcado-en-acceso-a-rio-bueno,Vehículo volcado en acceso a Río Bueno - Diario De La Unión,"Un vehículo menor perdió el control y se volcó en el sector Champel, comuna de La Unión, en la ruta del acceso del puente antiguo hacia Río Bueno. Bomberos de Río Bueno y La Unión y una ambulancia Samu acudieron al sitio del accidente. Emergencia en desarrollo.   ",2022-04-15,accidente,0,0,0,1,1,0,0,0,0,0,0,0,NEU,0.9982200264930724,"['accidente', 'vehículo']"
1641,47734639.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/actualidad/2022/02/vecinos-de-los-lagos-y-futrono-en-incertidumbre-por-termino-al-asfalto-que-ambas-comunas,Vecinos de Los Lagos y Futrono en incertidumbre por término al asfalto que ambas comunas - Diario Futrono,"Con incertidumbre los vecinos del sector Pellinada y Las Quinientas ven el poco avances de las obras de asfaltado de los 12 kms de extensión de la ruta que une a las comunas de Los Lagos y de Futrono, esto tras los retrasos en el avance de la obra que están estimadas para ser terminadas en octubre de 2022. Hace poco más de una semana se entabló una reunión entre dirigentes rurales, autoridades políticas y representantes de la constructora Fullterra, esta última efectuó una solicitud de aumento de presupuesto para concluir con el proyecto, haciendo ver un posible abandono de las obras que no alcanzan un 30% de avance debido a la falta de recursos. En dicha convocatoria se acordó gestionar una nueva reunión para la semana venidera en la que se esperaba darle una respuesta a la empresa, situación que finalmente no ocurrió. Incertidumbre La Presidenta de la junta de vecinos del sector Las Quinientas Gloria Bravo explicó que además ""temen que los retrasos se agudicen debido al cambio de Gobierno y la nominación de representantes de la Seremi del MOP y Vialidad, todo lo cual -dijo- nos genera una enorme incertidumbre, ahora están comenzando a llegar las lluvias y recordemos -afirmó- que el compromiso de la empresa era que a lo menos estuviera la mitad del asfalto terminado. Lorena Rivas dirigente del sector Pellinada Alta en la comuna de Los Lagos afirmó que ""la empresa sigue trabajando en reparaciones pero no vemos por donde inicie el asfaltado, lamentablemente no hemos podido volver a reunirnos con la empresa y Vialidad, en la última reunión hubo un compromiso de gestionar un nuevo encuentro dentro de la semana que termina pero hasta el momento no se ha hecho nada. Esperamos - dijo la presidenta de la Junta vecinal- que los trabajos que están pendientes se terminen como corresponde, hay cercos que no se han hecho, nichos en las calles, además del riesgo que generan las raíces descubiertas de muchos árboles, lo que en cualquier minuto va a generar un accidente automovilístico, explicaba. Desde la Municipalidad de Los Lagos afirmaron que ""esperaban poder insistir el lunes ya que no han recibido información ni desde la Seremi de Obras Públicas ni desde la Delegación presidencial regional.",2022-02-27,accidente,0,1,1,0,0,0,0,0,0,0,0,0,NEU,0.6936621069908142,"['accidente', 'accidente automovilístico']"
1623,47732333.0,chile,diarioriobueno,https://www.diarioriobueno.cl/noticia/emergencias/2022/02/confirman-identidad-de-fallecido-en-accidente-en-sector-trafun,Confirman identidad de fallecido en accidente en sector Trafún - Diario Río Bueno,"Una persona falleció esta noche de sábado en el sector Trafún en la ruta entre las comunas de Río Bueno y San Pablo. Carabineros confirmó que la persona fallecida corresponde a Alejandro Belarmino Reyes Palma de 64 años. Según los primeros antecedentes el accidente ocurrió cuando un vehículo atropelló a la víctima y posteriormente volcó. De acuerdo a la información policial, en el vehículo involucrado viajaban dos personas y había alcohol en su interior. ",2022-02-26,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEU,0.9612577557563782,"['accidente', 'vehículo']"
1507,47358948.0,chile,rioenlinea,https://www.rioenlinea.cl/hombre-fallecio-en-accidente-vehicular-ocurrido-en-ruta-de-rio-bueno/,Hombre falleció en accidente vehicular ocurrido en ruta de Río Bueno,"Un hombre falleció en un accidente vehicular ocurrido en horas de esta madrugada en Río Bueno. Fue en horas de esta madrugada cuando ocurrió un accidente vehicular en la ruta T981 del kilómetro 05, específicamente a la altura del puente Quililhue, cuando un hombre falleció en el lugar tras haber salido eyectado desde el vehículo. En ese sentido, el Capitán Robert Moraga, Comisario (s) de la Cuarta Comisaria de Río Bueno, manifestó que “a raíz de esta situación, Carabineros toma contacto con personal paramédico para que concurra al lugar y verificar el estado de salud de la persona, que ya se encontraba fallecida. A raíz de este accidente de transito cabe hacer presente que la persona sale eyectada por el impacto que sufrió su vehículo”. La persona fallecida corresponde a un adulto de sexo masculino y que tendría domicilio en el sector de Entre Lagos. Las causas del accidente son materia de investigación.",2022-01-23,accidente,0,0,0,1,0,0,0,0,0,0,0,0,NEG,0.8122329711914062,"['accidente', 'vehículo']"
1552,47734178.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2022/01/accidente-en-cuesta-santa-cristina-en-ruta-futrono-nontuela,Accidente en Cuesta Santa Cristina en ruta Futrono - Nontuelá - Diario Futrono,"19:28.- Un nuevo accidente ocurrió hace algunos minutos en el sector de Cuesta Santa Cristina en la ruta que une Futrono con la localidad de Nontuelá. Se trataría, nuevamente, de un vehículo que habría perdido el control, estrellándose en la cuneta. Afortunadamente no se registraron personas lesionadas. El llamado es a la precaución pues ante las lluvias hacen que la ruta esté más resbaladiza.",2022-01-01,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEG,0.6664015054702759,"['accidente', 'vehículo']"
1868,47733001.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/05/alarma-por-accidente-en-ruta-paillaco-itropulli,Alarma por accidente en ruta Paillaco-Itropulli - Diario Paillaco,"Pasadas las 18:30 horas del viernes 6 de mayo, se activó la alarma de emergencia en Paillaco, por un accidente vehicular en la ruta hacia Itropulli. Se trata del volcamiento de un vehículo en el sector Manao Bajo. Unidades concurren al lugar.",2022-05-06,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9932907819747924,"['accidente', 'vehículo']"
1875,47732304.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2022/05/alarma-por-accidente-vehicular-en-sector-santa-laura,Alarma por accidente vehicular en sector Santa Laura - Diario Futrono,"A las 21:30 horas de este jueves 12 de mayo, la alarma de emergencia se activó en Nontuelá y Futrono, por un accidente vehicular en el sector Santa Laura. Las primeras informaciones indican que un vehículo impactó a un vacuno. Unidades de emergencia concurren al lugar.",2022-05-12,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEU,0.9786639213562012,"['accidente', 'vehículo']"
1876,47732995.0,chile,diariopaillaco,https://www.diariopaillaco.cl/noticia/emergencias/2022/05/bomberos-concurre-a-segunda-emergencia-en-ruta-paillaco-itropulli,Bomberos concurre a segunda emergencia en ruta Paillaco-Itropulli - Diario Paillaco,"Una nueva emergencia convoca a bomberos de Paillaco a la ruta Paillaco-Itropulli, ahora por un accidente que involucra a un camión y un vehículo menor. Las primeras informaciones reportan que en el sector puente Itropulli, un camión perdió un eje y golpeó a otro vehículo. ",2022-05-06,accidente,0,0,0,0,0,0,1,0,0,0,0,0,NEU,0.9974305033683776,"['accidente', 'vehículo']"
1877,47685087.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/05/se-reporta-volcamiento-de-un-vehiculo-en-ruta-que-une-valdivia-y-paillaco,Se reporta volcamiento de un vehículo en ruta que une Valdivia y Paillaco - Diario de Valdivia,"Bomberos reporta este lunes un accidente vehicular en la salida sur de Valdivia, a la altura del sector Vuelta la Culebra. Se trataría del volcamiento de un vehículo de servicios funerarios de Paillaco, el cual habría dejado una persona lesionada. Personal Samu y unidades de bomberos acuden al lugar.",2022-05-23,accidente,0,0,0,0,0,0,1,0,0,0,0,1,NEU,0.8156156539916992,"['accidente', 'vehículo']"
1879,47684826.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2022/05/dos-vehiculos-protagonizaron-accidente-en-valdivia,Dos vehículos protagonizaron accidente en Valdivia - Diario de Valdivia,"Unidades de emergencia de Valdivia concurrieron esta noche a un accidente en las cercanías del puente Santa Elvira. Se trató de una colisión de dos autos menores en la que una persona quedó atrapada, por lo que especialistas de bomberos debieron socorrerla. Se evalúa el nivel de las lesiones de las personas involucradas.",2022-05-25,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.813880205154419,"['accidente', 'colisión']"
1555,47734134.0,chile,diariofutrono,https://www.diariofutrono.cl/noticia/emergencias/2022/01/reportan-camion-volcado-en-sector-de-futrono,Reportan camión volcado en sector de Futrono - Diario Futrono,"22:53. - Hace minutos Bomberos de la comuna de Futrono fueron solicitados para concurrir a una emergencia en el sector de Auquinco. En específico, la voluntarios de la Tercera Compañía de Bomberos de Llifén acuden al volcamiento de un camión, el cual estaría dejando una persona lesionada. [ACTUALIZACIÓN]Se trataría de una falsa alarma, ya que a la llegada de personal de emergencias, no se encontró el vehículo ni indicios de un accidente.",2022-01-02,accidente,0,0,1,0,0,0,0,0,0,0,0,0,NEU,0.9480683207511902,"['accidente', 'vehículo']"
1883,47686102.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/actualidad/2022/05/motociclista-sufrio-lesiones-tras-colision-con-vehiculo-en-valdivia,Motociclista sufrió lesiones tras colisión con vehículo en Valdivia - Diario de Valdivia,"Un motociclista resultó con lesiones de diversa consideración luego de protagonizar una colisión esta jornada en Valdivia. El accidente ocurrió en la intersección de las calles Rubén Darío y Francisco Encina, donde por motivos que se investigan impactaron la motocicleta y un auto el cual posteriormente huyó del lugar. Hasta el sitio de la emergencia concurrieron Bomberos, personal de Samu y Carabineros.",2022-05-03,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.9761916399002076,"['accidente', 'colisión']"
1617,47689603.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/02/accidente-entre-3-vehiculos-deja-dos-personas-lesionadas-en-salida-sur-de-valdivia,Accidente entre 3 vehículos deja dos personas lesionadas en salida Sur de Valdivia - Diario de Valdivia,"Un accidente que involucró a tres vehículos, ocurrió pasado las 19:30 horas de este miércoles en la salida Sur de Valdivia, en el sector conocido como Las Parras. Según la información recabada por el Diario de Valdivia, hubo dos personas lesionadas, una de ellas, una menor de dos años y medio, quienes fueron trasladadas al Hospital Regional.",2022-02-02,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEG,0.776488721370697,"['accidente', 'vehículo']"
1541,47690013.0,chile,diariodevaldivia,https://www.diariodevaldivia.cl/noticia/emergencias/2022/01/camino-a-punucapa-volcamiento-de-vehiculo-dejo-un-lesionado,Camino a Punucapa: volcamiento de vehículo dejó un lesionado - Diario de Valdivia,"Este jueves se produjo en Valdivia un accidente vehicular en el sector ruta T-340 en dirección al sector costero de Punucapa. Se trataría del volcamiento de una camioneta el cual habría dejado a su conductor con lesiones leves, esto de acuerdo a testimonio de Carabineros. Unidades de bomberos, carabineros y SAMU concurrieron al lugar. ",2022-01-06,accidente,0,0,0,0,0,0,0,0,0,0,0,1,NEU,0.6858566999435425,"['accidente', 'conductor']"
